Date,Time,Module,Message
2023-04-22,09:30:02,AlarmAlertFullScreenActivity,"notifyPowerState, isEnter: false"
2023-04-22,09:30:02,AlarmAlertFullScreenActivity,AlarmAlertFullScreenActivity onNewIntent
2023-04-22,09:30:02,AlarmAlertFullScreenActivity,isScreenOn: false
2023-04-22,09:30:02,AlarmAlertFullScreenActivity,AlarmAlertFullScreenActivity#onDestroy start
2023-04-22,09:30:03,AlarmAlertFullScreenActivity,AlarmAlertFullScreenActivity onResume
2023-04-22,09:30:03,AlarmAlertFullScreenActivity,"notifyPowerState, isEnter: false"
2023-04-22,09:30:03,AlarmAlertFullScreenActivity,AlarmAlertFullScreenActivity onWindowFocusChanged
2023-04-22,09:30:03,AlarmAlertFullScreenActivity,AlarmAlertFullScreenActivity onWindowFocusChanged toggleScreenButtonState() end
2023-04-22,09:30:03,AlarmAlertFullScreenActivity,turn on screen
2023-04-22,09:30:03,AlarmAlertFullScreenActivity,"notifyPowerState, isEnter: true"
2023-04-22,09:30:04,AlarmAlertFullScreenActivity,AlarmAlertFullScreenActivity onWindowFocusChanged
2023-04-22,09:30:04,AlarmAlertFullScreenActivity,AlarmAlertFullScreenActivity onWindowFocusChanged toggleScreenButtonState() end
2023-04-22,09:30:04,AlarmAlertFullScreenActivity,"notifyPowerState, isEnter: true"
2023-04-22,09:40:01,AlarmService,dismiss/snooze alarm/timer with timeout
2023-04-22,09:40:01,AlarmHelper,"save snooze , id : 2 at 04-22 09:50"
2023-04-22,09:40:01,AlarmHelper,"Snooze alarm, id=2, time=2023-04-22 09:50:00"
2023-04-22,09:40:01,NotificationUtil,clearAlarmArrivingNotification
2023-04-22,09:40:01,AlarmHelper,clearAlarmArrivingAlarm
2023-04-22,09:40:01,AlarmHelper,"register alarm to AlarmManager: Alarm:(id:2, enabled:true, hour:9, minutes:30, seconds:0, daysOfWeek:127, time:2023-04-22 09:50:00, vibrate:true, alert:file:///storage/emulated/0/MIUI/.ringtone/Believer%20(Imagine%20Dragons)%20320Kbps(Gomirchi.in).mp3, silent:false, deleteAfterUse:false, skipTime:0)"
2023-04-22,09:40:01,AlarmHelper,setStatusBarIcon: true
2023-04-22,09:40:02,AlarmService,"notifyMiWearable, mMiWearableExist: false alarm: Alarm:(id:2, enabled:true, hour:9, minutes:30, seconds:0, daysOfWeek:127, time:2023-04-22 09:30:00, vibrate:true, alert:file:///storage/emulated/0/MIUI/.ringtone/Believer%20(Imagine%20Dragons)%20320Kbps(Gomirchi.in).mp3, silent:false, deleteAfterUse:false, skipTime:0)"
2023-04-22,09:40:02,AlarmService,AlarmService onDestroy start
2023-04-22,09:40:02,AlarmService,AlarmService#stop start
2023-04-22,09:40:02,AlarmService,AlarmService#stop done
2023-04-22,09:40:02,AlarmService,AlarmService onDestroy finish in 15ms
2023-04-22,09:40:02,AlarmAlertFullScreenActivity,AlarmAlertFullScreenActivity receive: com.android.deskclock.ALERT_UI_DISMISS
2023-04-22,09:40:02,AlarmAlertFullScreenActivity,AlarmAlertFullScreenActivity onWindowFocusChanged
2023-04-22,09:40:02,AlarmAlertFullScreenActivity,AlarmAlertFullScreenActivity onWindowFocusChanged toggleScreenButtonState() end
2023-04-22,09:40:02,AlarmAlertFullScreenActivity,"notifyPowerState, isEnter: false"
2023-04-22,09:40:02,AlarmAlertFullScreenActivity,AlarmAlertFullScreenActivity#onDestroy start
2023-04-22,09:50:00,AlarmService,onStartCommand triggered
2023-04-22,09:50:00,AlarmService,action: com.android.deskclock.ALARM_ALERT
2023-04-22,09:50:00,AlarmService,"coming alarm: Alarm:(id:2, enabled:true, hour:9, minutes:30, seconds:0, daysOfWeek:127, time:2023-04-22 09:50:00, vibrate:true, alert:file:///storage/emulated/0/MIUI/.ringtone/Believer%20(Imagine%20Dragons)%20320Kbps(Gomirchi.in).mp3, silent:false, deleteAfterUse:false, skipTime:0)"
2023-04-22,09:50:00,AlarmService,require alarm screen
2023-04-22,09:50:00,AlarmService,"extra Activity request for: isLocked=true, foreground=true"
2023-04-22,09:50:00,AlarmService,start AlarmService#play
2023-04-22,09:50:00,AlarmKlaxon,start vibrator
2023-04-22,09:50:00,AlarmKlaxon,prepare ringtone: Believer (Imagine Dragons) 320Kbps(Gomirchi.in)
2023-04-22,09:50:00,AlarmKlaxon,play normal ringtone
2023-04-22,09:50:00,DefaultPlaybackDelegate,system alarm volume: 15
2023-04-22,09:50:00,NotificationUtil,clearAlarmArrivingNotification
2023-04-22,09:50:00,AlarmHelper,clearAlarmArrivingAlarm
2023-04-22,09:50:00,AlarmHelper,"register alarm to AlarmManager: Alarm:(id:2, enabled:true, hour:9, minutes:30, seconds:0, daysOfWeek:127, time:2023-04-23 09:30:00, vibrate:true, alert:file:///storage/emulated/0/MIUI/.ringtone/Believer%20(Imagine%20Dragons)%20320Kbps(Gomirchi.in).mp3, silent:false, deleteAfterUse:false, skipTime:0)"
2023-04-22,09:50:00,AlarmHelper,setStatusBarIcon: true
2023-04-22,09:50:00,ShutdownAlarm,Set Shutdown Alarm. System will boot at 2023-04-23 09:28:00
2023-04-22,09:50:00,Test,Set Shutdown Alarm Success.
2023-04-22,09:50:00,AlarmService,mi wearable exist: false
2023-04-22,09:50:00,AlarmAlertFullScreenActivity,AlarmAlertFullScreenActivity onCreate start
2023-04-22,09:50:00,AlarmAlertFullScreenActivity,AlarmAlertFullScreenActivity onCreate end
2023-04-22,09:50:01,AlarmAlertFullScreenActivity,AlarmAlertFullScreenActivity onResume
2023-04-22,09:50:01,AlarmAlertFullScreenActivity,"notifyPowerState, isEnter: false"
2023-04-22,09:50:01,AlarmAlertFullScreenActivity,AlarmAlertFullScreenActivity onNewIntent
2023-04-22,09:50:01,AlarmAlertFullScreenActivity,isScreenOn: false
2023-04-22,09:50:01,AlarmAlertFullScreenActivity,AlarmAlertFullScreenActivity#onDestroy start
2023-04-22,09:50:01,AlarmAlertFullScreenActivity,AlarmAlertFullScreenActivity onCreate start
2023-04-22,09:50:01,AlarmAlertFullScreenActivity,AlarmAlertFullScreenActivity onCreate end
2023-04-22,09:50:01,AlarmAlertFullScreenActivity,AlarmAlertFullScreenActivity onWindowFocusChanged
2023-04-22,09:50:01,AlarmAlertFullScreenActivity,AlarmAlertFullScreenActivity onWindowFocusChanged toggleScreenButtonState() end
2023-04-22,09:50:01,AlarmAlertFullScreenActivity,turn on screen
2023-04-22,09:50:02,AlarmAlertFullScreenActivity,"notifyPowerState, isEnter: true"
2023-04-22,09:50:02,AlarmAlertFullScreenActivity,AlarmAlertFullScreenActivity onWindowFocusChanged
2023-04-22,09:50:02,AlarmAlertFullScreenActivity,AlarmAlertFullScreenActivity onWindowFocusChanged toggleScreenButtonState() end
2023-04-22,09:50:12,AlarmAlertFullScreenActivity,"User manually dismissed, showLifePost:false"
2023-04-22,09:50:12,AlarmService,"notifyMiWearable, mMiWearableExist: false alarm: Alarm:(id:2, enabled:true, hour:9, minutes:30, seconds:0, daysOfWeek:127, time:2023-04-22 09:50:00, vibrate:true, alert:file:///storage/emulated/0/MIUI/.ringtone/Believer%20(Imagine%20Dragons)%20320Kbps(Gomirchi.in).mp3, silent:false, deleteAfterUse:false, skipTime:0)"
2023-04-22,09:50:12,AlarmAlertFullScreenActivity,Alarm dismissed
2023-04-22,09:50:12,NotificationUtil,handle StopWatch Notification
2023-04-22,09:50:12,AlarmService,AlarmService onDestroy start
2023-04-22,09:50:12,AlarmService,AlarmService#stop start
2023-04-22,09:50:12,AlarmService,AlarmService#stop done
2023-04-22,09:50:12,AlarmService,AlarmService onDestroy finish in 20ms
2023-04-22,09:50:12,AlarmAlertFullScreenActivity,AlarmAlertFullScreenActivity onWindowFocusChanged
2023-04-22,09:50:12,AlarmAlertFullScreenActivity,AlarmAlertFullScreenActivity onWindowFocusChanged toggleScreenButtonState() end
2023-04-22,09:50:12,AlarmAlertFullScreenActivity,"notifyPowerState, isEnter: false"
2023-04-22,09:50:12,AlarmAlertFullScreenActivity,AlarmAlertFullScreenActivity#onDestroy start
2023-04-22,09:58:52,AlarmInitReceiver,receive action: android.intent.action.TIME_SET
2023-04-22,09:58:53,NotificationUtil,clearAlarmArrivingNotification
2023-04-22,09:58:53,AlarmHelper,clearAlarmArrivingAlarm
2023-04-22,09:58:53,AlarmHelper,"register alarm to AlarmManager: Alarm:(id:2, enabled:true, hour:9, minutes:30, seconds:0, daysOfWeek:127, time:2023-04-23 09:30:00, vibrate:true, alert:file:///storage/emulated/0/MIUI/.ringtone/Believer%20(Imagine%20Dragons)%20320Kbps(Gomirchi.in).mp3, silent:false, deleteAfterUse:false, skipTime:0)"
2023-04-22,09:58:53,AlarmHelper,setStatusBarIcon: true
2023-04-22,09:58:53,ShutdownAlarm,Set Shutdown Alarm. System will boot at 2023-04-23 09:28:00
2023-04-22,09:58:53,Test,Set Shutdown Alarm Success.
2023-04-22,09:58:53,AlarmHelper,setZenMode
2023-04-22,10:03:10,AlarmInitReceiver,receive action: android.intent.action.TIME_SET
2023-04-22,10:03:10,NotificationUtil,clearAlarmArrivingNotification
2023-04-22,10:03:10,AlarmHelper,clearAlarmArrivingAlarm
2023-04-22,10:03:10,AlarmHelper,"register alarm to AlarmManager: Alarm:(id:2, enabled:true, hour:9, minutes:30, seconds:0, daysOfWeek:127, time:2023-04-23 09:30:00, vibrate:true, alert:file:///storage/emulated/0/MIUI/.ringtone/Believer%20(Imagine%20Dragons)%20320Kbps(Gomirchi.in).mp3, silent:false, deleteAfterUse:false, skipTime:0)"
2023-04-22,10:03:10,AlarmHelper,setStatusBarIcon: true
2023-04-22,10:03:10,ShutdownAlarm,Set Shutdown Alarm. System will boot at 2023-04-23 09:28:00
2023-04-22,10:03:10,Test,Set Shutdown Alarm Success.
2023-04-22,10:03:10,AlarmHelper,setZenMode
2023-04-22,14:29:52,AlarmInitReceiver,receive action: android.intent.action.TIME_SET
2023-04-22,14:29:52,NotificationUtil,clearAlarmArrivingNotification
2023-04-22,14:29:52,AlarmHelper,clearAlarmArrivingAlarm
2023-04-22,14:29:52,AlarmHelper,"register alarm to AlarmManager: Alarm:(id:2, enabled:true, hour:9, minutes:30, seconds:0, daysOfWeek:127, time:2023-04-23 09:30:00, vibrate:true, alert:file:///storage/emulated/0/MIUI/.ringtone/Believer%20(Imagine%20Dragons)%20320Kbps(Gomirchi.in).mp3, silent:false, deleteAfterUse:false, skipTime:0)"
2023-04-22,14:29:52,AlarmHelper,setStatusBarIcon: true
2023-04-22,14:29:52,ShutdownAlarm,Set Shutdown Alarm. System will boot at 2023-04-23 09:28:00
2023-04-22,14:29:52,Test,Set Shutdown Alarm Success.
2023-04-22,14:29:52,AlarmHelper,setZenMode
2023-04-22,15:05:41,AlarmInitReceiver,receive action: android.intent.action.TIME_SET
2023-04-22,15:05:41,NotificationUtil,clearAlarmArrivingNotification
2023-04-22,15:05:41,AlarmHelper,clearAlarmArrivingAlarm
2023-04-22,15:05:41,AlarmHelper,"register alarm to AlarmManager: Alarm:(id:2, enabled:true, hour:9, minutes:30, seconds:0, daysOfWeek:127, time:2023-04-23 09:30:00, vibrate:true, alert:file:///storage/emulated/0/MIUI/.ringtone/Believer%20(Imagine%20Dragons)%20320Kbps(Gomirchi.in).mp3, silent:false, deleteAfterUse:false, skipTime:0)"
2023-04-22,15:05:41,AlarmHelper,setStatusBarIcon: true
2023-04-22,15:05:41,ShutdownAlarm,Set Shutdown Alarm. System will boot at 2023-04-23 09:28:00
2023-04-22,15:05:41,Test,Set Shutdown Alarm Success.
2023-04-22,15:05:41,AlarmHelper,setZenMode
2023-04-22,16:22:49,AlarmInitReceiver,receive action: android.intent.action.TIME_SET
2023-04-22,16:22:49,NotificationUtil,clearAlarmArrivingNotification
2023-04-22,16:22:49,AlarmHelper,clearAlarmArrivingAlarm
2023-04-22,16:22:49,AlarmHelper,"register alarm to AlarmManager: Alarm:(id:2, enabled:true, hour:9, minutes:30, seconds:0, daysOfWeek:127, time:2023-04-23 09:30:00, vibrate:true, alert:file:///storage/emulated/0/MIUI/.ringtone/Believer%20(Imagine%20Dragons)%20320Kbps(Gomirchi.in).mp3, silent:false, deleteAfterUse:false, skipTime:0)"
2023-04-22,16:22:49,AlarmHelper,setStatusBarIcon: true
2023-04-22,16:22:49,ShutdownAlarm,Set Shutdown Alarm. System will boot at 2023-04-23 09:28:00
2023-04-22,16:22:49,Test,Set Shutdown Alarm Success.
2023-04-22,16:22:49,AlarmHelper,setZenMode
2023-04-22,16:42:02,AlarmInitReceiver,receive action: android.intent.action.TIME_SET
2023-04-22,16:42:02,NotificationUtil,clearAlarmArrivingNotification
2023-04-22,16:42:02,AlarmHelper,clearAlarmArrivingAlarm
2023-04-22,16:42:02,AlarmHelper,"register alarm to AlarmManager: Alarm:(id:2, enabled:true, hour:9, minutes:30, seconds:0, daysOfWeek:127, time:2023-04-23 09:30:00, vibrate:true, alert:file:///storage/emulated/0/MIUI/.ringtone/Believer%20(Imagine%20Dragons)%20320Kbps(Gomirchi.in).mp3, silent:false, deleteAfterUse:false, skipTime:0)"
2023-04-22,16:42:02,AlarmHelper,setStatusBarIcon: true
2023-04-22,16:42:02,ShutdownAlarm,Set Shutdown Alarm. System will boot at 2023-04-23 09:28:00
2023-04-22,16:42:02,Test,Set Shutdown Alarm Success.
2023-04-22,16:42:02,AlarmHelper,setZenMode
2023-04-23,08:30:01,AlarmReceiver,"AlarmReceiver, action: com.android.deskclock.ALARM_ARRIVING"
2023-04-23,08:30:01,NotificationUtil,showAlarmArrivingNotification
2023-04-23,08:33:42,AlarmReceiver,"AlarmReceiver, action: action.alarm_cancel"
2023-04-23,08:33:42,NotificationUtil,clearAlarmArrivingNotification
2023-04-23,08:33:42,AlarmHelper,clearAlarmArrivingAlarm
2023-04-23,08:33:42,AlarmHelper,"register alarm to AlarmManager: Alarm:(id:2, enabled:false, hour:9, minutes:30, seconds:0, daysOfWeek:127, time:2023-04-24 09:30:00, vibrate:true, alert:file:///storage/emulated/0/MIUI/.ringtone/Believer%20(Imagine%20Dragons)%20320Kbps(Gomirchi.in).mp3, silent:false, deleteAfterUse:false, skipTime:1682222400000)"
2023-04-23,08:33:42,AlarmHelper,setStatusBarIcon: true
2023-04-23,08:33:42,ShutdownAlarm,Set Shutdown Alarm. System will boot at 2023-04-24 09:28:00
2023-04-23,08:33:42,Test,Set Shutdown Alarm Success.
2023-04-23,09:15:03,RingtoneHelper,updateRingtone start
2023-04-23,18:00:23,AlarmInitReceiver,receive action: android.intent.action.TIME_SET
2023-04-23,18:00:23,NotificationUtil,clearAlarmArrivingNotification
2023-04-23,18:00:23,AlarmHelper,clearAlarmArrivingAlarm
2023-04-23,18:00:23,AlarmHelper,"register alarm to AlarmManager: Alarm:(id:2, enabled:true, hour:9, minutes:30, seconds:0, daysOfWeek:127, time:2023-04-24 09:30:00, vibrate:true, alert:file:///storage/emulated/0/MIUI/.ringtone/Believer%20(Imagine%20Dragons)%20320Kbps(Gomirchi.in).mp3, silent:false, deleteAfterUse:false, skipTime:0)"
2023-04-23,18:00:23,AlarmHelper,setStatusBarIcon: true
2023-04-23,18:00:23,ShutdownAlarm,Set Shutdown Alarm. System will boot at 2023-04-24 09:28:00
2023-04-23,18:00:23,Test,Set Shutdown Alarm Success.
2023-04-23,18:00:24,AlarmHelper,setZenMode
2023-04-24,08:30:01,AlarmReceiver,"AlarmReceiver, action: com.android.deskclock.ALARM_ARRIVING"
2023-04-24,08:30:01,NotificationUtil,showAlarmArrivingNotification
2023-04-24,08:37:04,AlarmReceiver,"AlarmReceiver, action: action.alarm_cancel"
2023-04-24,08:37:04,NotificationUtil,clearAlarmArrivingNotification
2023-04-24,08:37:04,AlarmHelper,clearAlarmArrivingAlarm
2023-04-24,08:37:04,AlarmHelper,"register alarm to AlarmManager: Alarm:(id:2, enabled:false, hour:9, minutes:30, seconds:0, daysOfWeek:127, time:2023-04-25 09:30:00, vibrate:true, alert:file:///storage/emulated/0/MIUI/.ringtone/Believer%20(Imagine%20Dragons)%20320Kbps(Gomirchi.in).mp3, silent:false, deleteAfterUse:false, skipTime:1682308800000)"
2023-04-24,08:37:04,AlarmHelper,setStatusBarIcon: true
2023-04-24,08:37:05,ShutdownAlarm,Set Shutdown Alarm. System will boot at 2023-04-25 09:28:00
2023-04-24,08:37:05,Test,Set Shutdown Alarm Success.
2023-04-24,09:15:04,RingtoneHelper,updateRingtone start
2023-04-25,08:30:01,AlarmReceiver,"AlarmReceiver, action: com.android.deskclock.ALARM_ARRIVING"
2023-04-25,08:30:01,NotificationUtil,showAlarmArrivingNotification
2023-04-25,08:54:12,AlarmReceiver,"AlarmReceiver, action: action.alarm_cancel"
2023-04-25,08:54:13,NotificationUtil,clearAlarmArrivingNotification
2023-04-25,08:54:13,AlarmHelper,clearAlarmArrivingAlarm
2023-04-25,08:54:13,AlarmHelper,"register alarm to AlarmManager: Alarm:(id:2, enabled:false, hour:9, minutes:30, seconds:0, daysOfWeek:127, time:2023-04-26 09:30:00, vibrate:true, alert:file:///storage/emulated/0/MIUI/.ringtone/Believer%20(Imagine%20Dragons)%20320Kbps(Gomirchi.in).mp3, silent:false, deleteAfterUse:false, skipTime:1682395200000)"
2023-04-25,08:54:13,AlarmHelper,setStatusBarIcon: true
2023-04-25,08:54:13,ShutdownAlarm,Set Shutdown Alarm. System will boot at 2023-04-26 09:28:00
2023-04-25,08:54:13,Test,Set Shutdown Alarm Success.
2023-04-25,09:15:31,RingtoneHelper,updateRingtone start
2023-04-26,08:30:01,AlarmReceiver,"AlarmReceiver, action: com.android.deskclock.ALARM_ARRIVING"
2023-04-26,08:30:01,NotificationUtil,showAlarmArrivingNotification
2023-04-26,08:44:02,NotificationUtil,handle StopWatch Notification
2023-04-26,08:44:04,AlarmReceiver,"AlarmReceiver, action: action.alarm_cancel"
2023-04-26,08:44:04,NotificationUtil,clearAlarmArrivingNotification
2023-04-26,08:44:04,AlarmHelper,clearAlarmArrivingAlarm
2023-04-26,08:44:04,AlarmHelper,"register alarm to AlarmManager: Alarm:(id:2, enabled:false, hour:9, minutes:30, seconds:0, daysOfWeek:127, time:2023-04-27 09:30:00, vibrate:true, alert:file:///storage/emulated/0/MIUI/.ringtone/Believer%20(Imagine%20Dragons)%20320Kbps(Gomirchi.in).mp3, silent:false, deleteAfterUse:false, skipTime:1682481600000)"
2023-04-26,08:44:04,AlarmHelper,setStatusBarIcon: true
2023-04-26,08:44:04,ShutdownAlarm,Set Shutdown Alarm. System will boot at 2023-04-27 09:28:00
2023-04-26,08:44:04,Test,Set Shutdown Alarm Success.
2023-04-26,09:15:03,RingtoneHelper,updateRingtone start
2023-04-27,01:22:52,NotificationUtil,handle StopWatch Notification
2023-04-27,01:22:57,NotificationUtil,clearAlarmArrivingNotification
2023-04-27,01:22:57,AlarmHelper,clearAlarmArrivingAlarm
2023-04-27,01:22:57,AlarmHelper,"register alarm to AlarmManager: Alarm:(id:1, enabled:true, hour:5, minutes:15, seconds:0, daysOfWeek:127, time:2023-04-27 05:15:00, vibrate:true, alert:file:///storage/emulated/0/MIUI/.ringtone/Believer%20(Imagine%20Dragons)%20320Kbps(Gomirchi.in).mp3, silent:false, deleteAfterUse:false, skipTime:0)"
2023-04-27,01:22:57,AlarmHelper,setStatusBarIcon: true
2023-04-27,01:22:57,ShutdownAlarm,Set Shutdown Alarm. System will boot at 2023-04-27 05:13:00
2023-04-27,01:22:57,Test,Set Shutdown Alarm Success.
2023-04-27,01:22:57,AlarmClockFragment,update Alarm(id=1) ON by User
2023-04-27,01:23:08,NotificationUtil,clearAlarmArrivingNotification
2023-04-27,01:23:08,AlarmHelper,clearAlarmArrivingAlarm
2023-04-27,01:23:08,AlarmHelper,"register alarm to AlarmManager: Alarm:(id:1, enabled:true, hour:5, minutes:40, seconds:0, daysOfWeek:127, time:2023-04-27 05:40:00, vibrate:true, alert:file:///storage/emulated/0/MIUI/.ringtone/Believer%20(Imagine%20Dragons)%20320Kbps(Gomirchi.in).mp3, silent:false, deleteAfterUse:false, skipTime:0)"
2023-04-27,01:23:08,AlarmHelper,setStatusBarIcon: true
2023-04-27,01:23:08,ShutdownAlarm,Set Shutdown Alarm. System will boot at 2023-04-27 05:38:00
2023-04-27,01:23:08,Test,Set Shutdown Alarm Success.
2023-04-27,04:40:01,AlarmReceiver,"AlarmReceiver, action: com.android.deskclock.ALARM_ARRIVING"
2023-04-27,04:40:01,NotificationUtil,showAlarmArrivingNotification
2023-04-27,05:25:00,AlarmReceiver,"AlarmReceiver, action: com.android.deskclock.ALARM_ARRIVING_TRANSPARENT"
2023-04-27,05:35:15,AlarmReceiver,"AlarmReceiver, action: com.android.deskclock.ALARM_DATA_PREPARE"
2023-04-27,05:40:00,AlarmService,onStartCommand triggered
2023-04-27,05:40:00,AlarmService,action: com.android.deskclock.ALARM_ALERT
2023-04-27,05:40:00,AlarmService,"coming alarm: Alarm:(id:1, enabled:true, hour:5, minutes:40, seconds:0, daysOfWeek:127, time:2023-04-27 05:40:00, vibrate:true, alert:file:///storage/emulated/0/MIUI/.ringtone/Believer%20(Imagine%20Dragons)%20320Kbps(Gomirchi.in).mp3, silent:false, deleteAfterUse:false, skipTime:0)"
2023-04-27,05:40:00,AlarmService,require alarm screen
2023-04-27,05:40:00,AlarmService,"extra Activity request for: isLocked=true, foreground=true"
2023-04-27,05:40:00,AlarmService,start AlarmService#play
2023-04-27,05:40:00,AlarmKlaxon,start vibrator
2023-04-27,05:40:00,AlarmKlaxon,prepare ringtone: Believer (Imagine Dragons) 320Kbps(Gomirchi.in)
2023-04-27,05:40:00,AlarmKlaxon,play normal ringtone
2023-04-27,05:40:00,DefaultPlaybackDelegate,system alarm volume: 15
2023-04-27,05:40:00,NotificationUtil,clearAlarmArrivingNotification
2023-04-27,05:40:00,AlarmHelper,clearAlarmArrivingAlarm
2023-04-27,05:40:00,AlarmHelper,"register alarm to AlarmManager: Alarm:(id:2, enabled:true, hour:9, minutes:30, seconds:0, daysOfWeek:127, time:2023-04-27 09:30:00, vibrate:true, alert:file:///storage/emulated/0/MIUI/.ringtone/Believer%20(Imagine%20Dragons)%20320Kbps(Gomirchi.in).mp3, silent:false, deleteAfterUse:false, skipTime:0)"
2023-04-27,05:40:00,AlarmHelper,setStatusBarIcon: true
2023-04-27,05:40:00,ShutdownAlarm,Set Shutdown Alarm. System will boot at 2023-04-27 09:28:00
2023-04-27,05:40:00,Test,Set Shutdown Alarm Success.
2023-04-27,05:40:00,AlarmService,mi wearable exist: false
2023-04-27,05:40:00,AlarmAlertFullScreenActivity,AlarmAlertFullScreenActivity onCreate start
2023-04-27,05:40:00,AlarmAlertFullScreenActivity,AlarmAlertFullScreenActivity onCreate end
2023-04-27,05:40:00,AlarmAlertFullScreenActivity,AlarmAlertFullScreenActivity onResume
2023-04-27,05:40:01,AlarmAlertFullScreenActivity,"notifyPowerState, isEnter: false"
2023-04-27,05:40:01,AlarmAlertFullScreenActivity,AlarmAlertFullScreenActivity onNewIntent
2023-04-27,05:40:01,AlarmAlertFullScreenActivity,isScreenOn: false
2023-04-27,05:40:01,AlarmAlertFullScreenActivity,AlarmAlertFullScreenActivity#onDestroy start
2023-04-27,05:40:01,AlarmAlertFullScreenActivity,AlarmAlertFullScreenActivity onCreate start
2023-04-27,05:40:01,AlarmAlertFullScreenActivity,AlarmAlertFullScreenActivity onCreate end
2023-04-27,05:40:01,AlarmAlertFullScreenActivity,AlarmAlertFullScreenActivity onResume
2023-04-27,05:40:01,AlarmAlertFullScreenActivity,AlarmAlertFullScreenActivity onWindowFocusChanged
2023-04-27,05:40:01,AlarmAlertFullScreenActivity,AlarmAlertFullScreenActivity onWindowFocusChanged toggleScreenButtonState() end
2023-04-27,05:40:01,AlarmAlertFullScreenActivity,turn on screen
2023-04-27,05:40:02,AlarmAlertFullScreenActivity,AlarmAlertFullScreenActivity onResume
2023-04-27,05:40:02,AlarmAlertFullScreenActivity,"notifyPowerState, isEnter: true"
2023-04-27,05:40:02,AlarmAlertFullScreenActivity,AlarmAlertFullScreenActivity onWindowFocusChanged
2023-04-27,05:40:02,AlarmAlertFullScreenActivity,AlarmAlertFullScreenActivity onWindowFocusChanged toggleScreenButtonState() end
2023-04-27,05:40:14,AlarmAlertFullScreenActivity,AlarmAlertFullScreenActivity onWindowFocusChanged
2023-04-27,05:40:14,AlarmAlertFullScreenActivity,AlarmAlertFullScreenActivity onWindowFocusChanged toggleScreenButtonState() end
2023-04-27,05:50:00,AlarmService,dismiss/snooze alarm/timer with timeout
2023-04-27,05:50:00,AlarmHelper,"save snooze , id : 1 at 04-27 06:00"
2023-04-27,05:50:00,AlarmHelper,"Snooze alarm, id=1, time=2023-04-27 06:00:00"
2023-04-27,05:50:00,NotificationUtil,clearAlarmArrivingNotification
2023-04-27,05:50:00,AlarmHelper,clearAlarmArrivingAlarm
2023-04-27,05:50:00,AlarmHelper,"register alarm to AlarmManager: Alarm:(id:1, enabled:true, hour:5, minutes:40, seconds:0, daysOfWeek:127, time:2023-04-27 06:00:00, vibrate:true, alert:file:///storage/emulated/0/MIUI/.ringtone/Believer%20(Imagine%20Dragons)%20320Kbps(Gomirchi.in).mp3, silent:false, deleteAfterUse:false, skipTime:0)"
2023-04-27,05:50:00,AlarmHelper,setStatusBarIcon: true
2023-04-27,05:50:00,AlarmService,"notifyMiWearable, mMiWearableExist: false alarm: Alarm:(id:1, enabled:true, hour:5, minutes:40, seconds:0, daysOfWeek:127, time:2023-04-27 05:40:00, vibrate:true, alert:file:///storage/emulated/0/MIUI/.ringtone/Believer%20(Imagine%20Dragons)%20320Kbps(Gomirchi.in).mp3, silent:false, deleteAfterUse:false, skipTime:0)"
2023-04-27,05:50:00,AlarmService,AlarmService onDestroy start
2023-04-27,05:50:00,AlarmService,AlarmService#stop start
2023-04-27,05:50:00,AlarmService,AlarmService#stop done
2023-04-27,05:50:00,AlarmService,AlarmService onDestroy finish in 18ms
2023-04-27,05:50:00,AlarmAlertFullScreenActivity,AlarmAlertFullScreenActivity receive: com.android.deskclock.ALERT_UI_DISMISS
2023-04-27,05:50:00,AlarmAlertFullScreenActivity,AlarmAlertFullScreenActivity onWindowFocusChanged
2023-04-27,05:50:00,AlarmAlertFullScreenActivity,AlarmAlertFullScreenActivity onWindowFocusChanged toggleScreenButtonState() end
2023-04-27,05:50:00,AlarmAlertFullScreenActivity,"notifyPowerState, isEnter: false"
2023-04-27,05:50:00,AlarmAlertFullScreenActivity,AlarmAlertFullScreenActivity#onDestroy start
2023-04-27,06:00:00,AlarmService,onStartCommand triggered
2023-04-27,06:00:00,AlarmService,action: com.android.deskclock.ALARM_ALERT
2023-04-27,06:00:00,AlarmService,"coming alarm: Alarm:(id:1, enabled:true, hour:5, minutes:40, seconds:0, daysOfWeek:127, time:2023-04-27 06:00:00, vibrate:true, alert:file:///storage/emulated/0/MIUI/.ringtone/Believer%20(Imagine%20Dragons)%20320Kbps(Gomirchi.in).mp3, silent:false, deleteAfterUse:false, skipTime:0)"
2023-04-27,06:00:00,AlarmService,require alarm screen
2023-04-27,06:00:00,AlarmService,"extra Activity request for: isLocked=true, foreground=true"
2023-04-27,06:00:00,AlarmService,start AlarmService#play
2023-04-27,06:00:00,AlarmKlaxon,start vibrator
2023-04-27,06:00:00,AlarmKlaxon,prepare ringtone: Believer (Imagine Dragons) 320Kbps(Gomirchi.in)
2023-04-27,06:00:00,AlarmKlaxon,play normal ringtone
2023-04-27,06:00:00,DefaultPlaybackDelegate,system alarm volume: 15
2023-04-27,06:00:00,NotificationUtil,clearAlarmArrivingNotification
2023-04-27,06:00:00,AlarmHelper,clearAlarmArrivingAlarm
